id,model,question,true_answer,baseline_answer,rag_answer,difficulty,answer_type,context,f1_baseline_mbert,f1_rag_mbert,f1_baseline_xlm,f1_rag_xlm,f1_delta_mbert,f1_delta_xlm,script_mismatch_diagnostic_only
272,aya,وادی براہ سیاحوں کے لیے کیوں پرکشش ہے؟,وادی براہ پُرسکون مناظر، مشہور جھیل اور قدرتی چشموں کی وجہ سے سیاحوں کے لیے پرکشش ہے۔,"وادی براہ پاکستان کے شمالی علاقے میں واقع ایک خوبصورت اور تاریخی مقام ہے جو سیاحوں کو اپنی ثقافتی، تاریخی اور قدرتی حسن سے متوجہ کرتا ہے۔ یہاں کی اہم خصوصیات یہ ہیں:

1. **قدرتی حسن**: وادی براہ میں بلند پہاڑ، گہرے دریا، سبز گھاس کے میدان اور برف سے ڈھکے ہوئے چوٹیوں کا منظر بہت دلکش ہے",وادی براہ سیاحوں کے لیے اپنی قدرتی خوبصورتی، متعدد مچھلی فارموں، ایک مشہور جھیل، قدرتی چشموں اور پُرسکون مناظر کی وجہ سے پرکشش ہے۔ اس کے علاوہ، مقامی لوگوں کی سادہ، محنتی اور مہمان نواز شخصیت، ان کی منفرد ثقافت اور تہواروں کے ساتھ روایتی طرزِ زندگی بھی سیاحوں کو جذب کرت,medium,list-recall,"وادی براہ دریائے شیوک کے کنارے واقع ہے اور خپلو سے تقریباً 20 منٹ جبکہ اسکردو سے تقریباً 100 کلومیٹر کے فاصلے پر ہے۔ یہ اپنی قدرتی خوبصورتی، متعدد مچھلی فارموں، ایک مشہور جھیل، قدرتی چشموں اور پُرسکون مناظر کی وجہ سے مشہور ہے۔ مقامی لوگ سادہ، محنتی اور مہمان نواز ہیں اور اپنی منفرد ثقافت اور تہواروں کے ساتھ روایتی طرزِ زندگی گزارتے ہیں۔

وادی ہنزہ سیاحوں کی توجہ کا مرکز ہے کیونکہ یہ پہاڑوں کے دلکش مناظر پیش کرتی ہے۔ سیاح لیڈی فنگر اور الٹر جیسی 7000 میٹر اونچی چوٹیوں کا مشاہدہ کر سکتے ہیں

وادی کریس ضلع گانچھے میں واقع ہے۔ یہ خپلو شہر سے تقریباً 70 کلومیٹر اور اسکردو شہر سے تقریباً 33 کلومیٹر کے فاصلے پر ہے۔ کریس کو ضلع گانچھے کا دروازہ کہا جاتا ہے۔ یہاں ""ڈور ٹو ہیون"" کے نام سے مشہور ایک پیدل پل، قدیم آبی بجلی گھر، تاریخی نہر، آستانہ حضرت میر مختار و علی موسوی، دریائے سندھ اور دریائے شیوک کا سنگم، اور نوربخشیہ پیر کی رہائش گاہ واقع ہیں۔ وادی کریس اپنے سرسبز کھیتوں، تاریخی گھروں اور مقامی لوگوں کی مہمان نوازی کے لیے مشہور ہے۔ چیری بلاسم کا موسم اور گرمیوں کا موسم یہاں سیاحت کے لیے بہترین سمجھے جاتے ہیں۔",0.711739182472229,0.795851349830627,0.862921833992004,0.921105623245239,0.084112167358398,0.058183789253235085,False
284,aya,جھیل خرفق کی سیر کے لیے بہترین مہینے کون سے ہیں؟,جولائی اور اگست جھیل خرفق کی سیر کے لیے بہترین مہینے ہیں۔,جھیل خافق کی سیر کے لیے بہترین مہینے مئی سے اکتوبر تک ہیں، جب موسم خوشگوار اور صاف ہوتا ہے۔,جھیل خافق کی سیر کے لیے بہترین مہینے جولائی اور اگست ہیں۔,easy,factual,"جھیل خرفق ضلع گانچھے کی وادی خرفق میں قراقرم کے پہاڑی سلسلے میں واقع ایک بلند مقام پر موجود قدرتی جھیل ہے۔ یہ خرفق گاؤں سے تقریباً 2 کلومیٹر دور ہے اور وہاں سے جھیل تک پہنچنے کے لیے تقریباً 3 گھنٹے کی پیدل مسافت طے کرنا پڑتی ہے۔ جھیل ٹراؤٹ اور دیگر مقامی مچھلیوں کے لیے مشہور ہے جبکہ اس کے اطراف کا علاقہ جنگلی حیات کا اہم مسکن سمجھا جاتا ہے۔ جولائی اور اگست اس کی سیر کے لیے بہترین مہینے ہیں، جبکہ سردیوں میں جھیل برف سے ڈھکی ہوئی دلکش دکھائی دیتی ہے۔

بوریت جھیل بطخوں، گیز اور ہنس جیسے جنگلی پرندوں کی اہم پناہ گاہ ہے۔ ہجرت کرنے والے پرندوں کو دیکھنے کا بہترین وقت مارچ سے جون اور ستمبر سے نومبر کے درمیان ہے

""گلگت میں  قدرتی پتھر( جیمز) اینڈ ہینڈی کرافٹ مارکیٹ سال بھر کھلی رہتی ہے لیکن مختلف موسموں میں تجربہ مختلف ہوتا ہے۔ موسم بہار یعنی مارچ سے مئی کے دوران موسم خنک اور خوشگوار ہوتا ہے اور باہر گھومنے پھرنے کے لیے موزوں ہے۔ گرمیوں میں یعنی جون سے اگست تک دھوپ تیز ہوتی ہے اس لیے صبح کی سیر بہتر رہتی ہے۔ خزاں یعنی ستمبر اور اکتوبر میں موسم معتدل اور نظارے دلکش ہوتے ہیں۔ سردیوں میں نومبر سے فروری تک مارکیٹ کھلی رہتی ہے لیکن بعض دکاندار اوقات کار کم کر سکتے ہیں۔ مجموعی طور پر اپریل سے اکتوبر کا عرصہ سب سے موزوں ہے۔ جشن گلگت جیسے تہواروں کے دوران خاص دستکاری اور پرجوش ماحول دیکھنے کو ملتا ہے۔""",0.829128980636597,0.908815741539001,0.944762170314789,0.967648267745972,0.07968676090240401,0.022886097431182972,False
296,aya,چقچن مسجد کا مطلب کیا ہے؟,"چقچن مسجد کا مطلب ""معجزاتی مسجد"" ہے۔",چقچن مسجد پاکستان کے صوبہ پنجاب میں واقع ایک تاریخی مسجد ہے جو اپنے منفرد ڈیزائن اور تعمیر کے لیے مشہور ہے۔ یہ لاہور سے تقریباً 60 کلومیٹر دور، چقچن گاؤں میں واقع ہے۔ اس کی تعمیر 16ویں صدی میں ہوئی تھی اور یہ اپنی شاندار مٹی کی دیواروں، کھڑکیوں اور چھت کے لیے خاص طور پر معروف,"چقچن مسجد کا مطلب ""معجزاتی مسجد"" ہے۔",easy,factual,"چقچن مسجد (جس کا مطلب ""معجزاتی مسجد"" ہے) ضلع گانچھے کے شہر خپلو میں ایک بلند مقام پر واقع ہے اور وادی خپلو سے واضح طور پر دیکھی جا سکتی ہے۔ یہ مسجد 1370ء کی ہے اور خطے کی قدیم ترین مساجد میں شمار ہوتی ہے۔ یہ اُس دور کی یادگار ہے جب اس علاقے کے لوگ بدھ مت سے اسلام میں داخل ہوئے۔ چقچن مسجد میں تبتی، مغلیہ اور فارسی طرزِ تعمیر کا خوبصورت امتزاج پایا جاتا ہے۔ یہ دو منزلہ عمارت ہے جس کے نچلے حصے میں دو سردیوں کے نماز کے کمرے جبکہ اوپر مرکزی ہال واقع ہے، جس کے گرد چاروں طرف خوبصورت برآمدہ موجود ہے۔ یہ مسجد پتھر، مٹی، لکڑی اور روایتی تعمیراتی طریقوں سے بنائی گئی ہے۔ مقامی روایات کے مطابق سید امیر کبیر علی ہمدانی نے اس مسجد کو ایک قدیم بدھ مت مقام پر تعمیر کیا تھا۔

گانچھے میں خپلو محل اور چقچن مسجد اہم تاریخی مقامات ہیں۔ کشمیری اور مقامی کاریگروں نے مل کر یہاں منفرد طرزِ تعمیر اور لکڑی کے خوبصورت کام کو فروغ دیا۔

خپلو محل اور چقچن مسجد علاقے کے مشہور سیاحتی مقامات ہیں۔ گونڈوغورو پاس مشہربرم چوٹی کے بیس کیمپ تک رسائی فراہم کرتا ہے اور دنیا کے مشہور اور دشوار گزار ٹریکس میں شمار ہوتا ہے۔ ٹریکنگ، کیمپنگ اور ٹراؤٹ مچھلی کا شکار یہاں کی مقبول سرگرمیاں ہیں۔",0.675794184207916,1.0,0.848219037055969,1.0,0.32420581579208396,0.15178096294403098,False
297,aya,خپلو کس ضلع کا انتظامی مرکز ہے؟,خپلو ضلع گانچھے کا انتظامی اور تجارتی مرکز ہے۔,خپلو ضلع پشاور ڈویژن کا انتظامی مرکز ہے۔,خپلو ضلع گانچھے کا انتظامی مرکز ہے۔,easy,factual,"خپلو ضلع گانچھے کا انتظامی اور تجارتی مرکز ہے جو گلگت بلتستان میں واقع ہے۔ یہ اپنی ثقافتی ورثے، قدرتی خوبصورتی اور متنوع روایات کے لیے مشہور ہے۔ خپلو وادی حسین سیاحتی مقامات، پکنک پوائنٹس، بلند پہاڑوں، باغات اور تاریخی عمارتوں پر مشتمل ہے۔ یہ ہوشے وادی کا دروازہ بھی ہے جو جھیلوں، گلیشیئرز، ٹریکنگ روٹس اور بلند چوٹیوں تک رسائی فراہم کرتا ہے۔ خپلو وادی میں متعدد ہوٹل اور گیسٹ ہاؤسز موجود ہیں جن میں پی ٹی ڈی سی موٹل خپلو، پی ڈبلیو ڈی گیسٹ ہاؤس اور معروف سرینا خپلو فورٹ شامل ہیں۔ سرینا خپلو فورٹ پہلے ایک شاہی رہائش گاہ تھا جسے آغا خان فاؤنڈیشن نے بحال کیا اور اب یہ ایک ورثہ ہوٹل کے طور پر کام کرتا ہے جہاں مقامی بلتی کھانے بھی پیش کیے جاتے ہیں۔

خپلو محل (مقامی نام یابگو کھار، جس کا مطلب ""دوکسا کا قلعہ"" ہے) ضلع گانچھے کے شہر خپلو میں واقع ایک قدیم قلعہ اور محل ہے۔ یہ 19ویں صدی کے وسط میں تعمیر کیا گیا اور اس نے ایک پرانے قلعے کی جگہ لی۔ یہ خپلو کے راجہ کی شاہی رہائش گاہ کے طور پر استعمال ہوتا رہا ہے۔ اس کی تعمیراتی طرز میں ہمالیائی، کشمیری اور مغلیہ طرزِ تعمیر کا امتزاج پایا جاتا ہے۔ محل کے اندرونی حصے راجہ کی طرزِ زندگی کا تاریخی ریکارڈ پیش کرتے ہیں۔ اس کا قدرتی ماحول بھی اس کی تاریخی اہمیت میں اضافہ کرتا ہے۔ محل کی سب سے نمایاں خصوصیت اس کا نیم آٹھ کونوں والا لکڑی کا داخلی دروازہ ہے جو اوپر کی منزلوں پر بالکونی اور مہمان خانے میں تبدیل ہو جاتا ہے۔

ضلع کھرمنگ گلگت بلتستان کا ایک ضلع ہے جو 2015 میں ضلع اسکردو سے الگ کیا گیا۔ یہ اسکردو شہر سے تقریباً 120 کلومیٹر کے فاصلے پر واقع ہے اور تولتی اس کا ضلعی صدر مقام ہے۔ ضلع اپنے آبشاروں، سرسبز میدانوں، پہاڑی مناظر، سیب، خوبانی اور چیری کی پیداوار کے لیے جانا جاتا ہے۔ منتھوکھا آبشار، خاموش آبشار، ڈاپا، کٹیشو اور مہدی آباد یہاں کے نمایاں سیاحتی مقامات ہیں۔ ٹریکنگ، کیمپنگ، ٹراؤٹ مچھلی کا شکار اور اینگلنگ یہاں کی مقبول سرگرمیوں میں شامل ہیں۔ مقامی زبان بلتی ہے جبکہ اردو اور انگریزی بھی بولی جاتی ہیں۔",0.832984626293182,0.906530499458313,0.903862297534943,0.968613088130951,0.07354587316513095,0.06475079059600808,False
299,aya,جھیل گانچھے کے آس پاس کون سے قدرتی عناصر موجود ہیں؟,جھیل گانچھے سرسبز چراگاہوں، پھولوں، گلیشیئرز، ندی نالوں اور پہاڑی سلسلوں سے گھری ہوئی ہے۔,جھیل گانچھے کے آس پاس پہاڑیوں، جنگلات اور آبشاریں موجود ہیں۔ یہ ایک خوبصورت قدرتی منظر پیش کرتی ہے جو سیاحوں کو اپنی طرف متوجہ کرتا ہے۔,سرسبز چراگاہیں، مختلف پھول، گلیشیئرز، شفاف ندی نالے، اور پہاڑی سلسلے,medium,list-recall,"جھیل گانچھے (مقامی نام کینپی تسو) ضلع گانچھے کی گانچھے نالہ میں سطح سمندر سے تقریباً 4600 میٹر کی بلندی پر واقع ہے۔ یہ جھیل سرسبز چراگاہوں، مختلف پھولوں، گلیشیئرز، شفاف ندی نالوں اور پہاڑی سلسلوں سے گھری ہوئی ہے۔ یہاں سے دنیا کی بلند ترین چوٹیوں کا شاندار نظارہ کیا جا سکتا ہے جن میں کے ٹو، براڈ پیک، گاشر برم 4، گاشر برم 3، گاشر برم 2، کے 6، کے 7، ہرنامی کا اور چوغو لنگسا چوٹی شامل ہیں۔

ہنزہ کا پانی ہمالیائی گلیشیئرز سے پگھلنے والے پانی سے وابستہ ہے جو وادی ہنزہ میں مختلف مقامات پر دستیاب ہوتا ہے۔ اس پانی کو بعض ذرائع میں الکلائن خصوصیات کے حامل پانی کے طور پر بیان کیا جاتا ہے۔ وادی ہنزہ کے دور افتادہ پہاڑی علاقے اس کے قدرتی ماحول کو برقرار رکھنے میں کردار ادا کرتے ہیں۔ راکاپوشی کے علاقے سے بہنے والی گلیشیری ندی بھی اس پانی کے اہم ذرائع میں شمار کی جاتی ہے اور یہ گلگت سے ہنزہ جانے والے راستے میں واقع ہے۔

ضلع گانچھے گلگت بلتستان کا مشرقی ترین ضلع ہے۔ یہ تاریخی مقامات، ثقافتی ورثے اور قدرتی حسن کی وجہ سے مشہور ہے۔",0.73662793636322,0.835258662700653,0.889100551605225,0.916810691356659,0.09863072633743297,0.027710139751433993,False
300,aya,جھیل گانچھے سیاحوں کے لیے ایک منفرد مقام کیوں سمجھی جاتی ہے؟,جھیل گانچھے سطحِ سمندر سے تقریباً 4600 میٹر کی بلندی پر واقع ہے اور یہاں سے دنیا کی بلند ترین چوٹیوں کے شاندار نظارے کیے جا سکتے ہیں، اسی وجہ سے یہ منفرد سیاحتی مقام سمجھی جاتی ہے۔,"جھیل گانچھے پاکستان کے شمالی علاقے میں واقع ایک خوبصورت اور تاریخی جھیل ہے جو اپنے قدرتی مناظر، ثقافتی اہمیت اور روحانی فضا کی وجہ سے سیاحوں کے لیے منفرد مقام ہے۔ یہ جھیل ہمالیہ کے پہاڑی علاقے میں واقع ہے اور اس کا نام ""گانچھے"" مقامی زبان میں ""پہاڑی چوٹی"" یا ""بل",جھیل گانچھے سیاحوں کے لیے ایک منفرد مقام ہے کیونکہ یہ سرسبز چراگاہوں، مختلف پھولوں، گلیشیئرز، شفاف ندی نالوں اور پہاڑی سلسلوں سے گھری ہوئی ہے۔ اس کے علاوہ، یہاں سے دنیا کی بلند ترین چوٹیوں جیسے کے ٹو، براڈ پیک، گاشر برم 4، گاشر برم 3، گاشر برم 2,medium,list-recall,"گانچھے میں خپلو محل اور چقچن مسجد اہم تاریخی مقامات ہیں۔ کشمیری اور مقامی کاریگروں نے مل کر یہاں منفرد طرزِ تعمیر اور لکڑی کے خوبصورت کام کو فروغ دیا۔

حسینی سسپنشن برج دریائے ہنزہ پر واقع ایک معلق پل ہے جو گلگت بلتستان کے نمایاں سیاحتی مقامات میں شمار ہوتا ہے۔ یہ پل اپنی منفرد ساخت اور مہم جوئی کے شوقین سیاحوں میں مقبول ہونے کے لیے جانا جاتا ہے۔ یہاں سے دریائے ہنزہ اور پاسو کونز کے خوبصورت مناظر دیکھے جا سکتے ہیں۔

جھیل گانچھے (مقامی نام کینپی تسو) ضلع گانچھے کی گانچھے نالہ میں سطح سمندر سے تقریباً 4600 میٹر کی بلندی پر واقع ہے۔ یہ جھیل سرسبز چراگاہوں، مختلف پھولوں، گلیشیئرز، شفاف ندی نالوں اور پہاڑی سلسلوں سے گھری ہوئی ہے۔ یہاں سے دنیا کی بلند ترین چوٹیوں کا شاندار نظارہ کیا جا سکتا ہے جن میں کے ٹو، براڈ پیک، گاشر برم 4، گاشر برم 3، گاشر برم 2، کے 6، کے 7، ہرنامی کا اور چوغو لنگسا چوٹی شامل ہیں۔",0.701479017734528,0.721953570842743,0.869842529296875,0.880655348300934,0.020474553108215,0.010812819004058949,False
301,aya,جھیل گانچھے کی بلندی اور اس کے اردگرد نظر آنے والی چوٹیاں اسے کوہ پیماؤں کے لیے کیوں خاص بناتی ہیں؟,جھیل گانچھے 4600 میٹر کی بلندی پر واقع ہے اور یہاں سے K2، براڈ پیک، گاشربرم 2، گاشربرم 3، گاشربرم 4، K6، K7 سمیت دنیا کی بلند ترین چوٹیوں کا شاندار نظارہ کیا جا سکتا ہے,"جھیل گانچھے کی بلندی تقریباً 3,130 میٹر ہے، جو اسے پاکستان میں ایک مشہور ٹریکنگ مقام بناتی ہے۔ اس کے اردگرد نظر آنے والی چوٹیاں، جیسے کہ ہمالیہ کا حصہ ہونے کی وجہ سے، اسے کوہ پیماؤں کے لیے ایک دلچسپ اور چیلنجنگ مقام بناتی ہیں۔ یہ علاقہ اپنے خوبصورت مناظر، صاف پانی، اور",جھیل گانچھے کی بلندی سطح سمندر سے تقریباً 460 میٹر ہے۔ اس کے اردگرد کے علاقے میں کے ٹو، براڈ پیک، گاشر برم 4، گاشر برم 3، گاشر برم 2، کے 6، کے 7، ہرنامی کا اور چوغو لنگسا جیسے دنیا کی بلند ترین چوٹیاں نظر آتی ہیں۔ یہ تمام عوامل اسے کوہ پ,medium,list-recall,"جھیل گانچھے (مقامی نام کینپی تسو) ضلع گانچھے کی گانچھے نالہ میں سطح سمندر سے تقریباً 4600 میٹر کی بلندی پر واقع ہے۔ یہ جھیل سرسبز چراگاہوں، مختلف پھولوں، گلیشیئرز، شفاف ندی نالوں اور پہاڑی سلسلوں سے گھری ہوئی ہے۔ یہاں سے دنیا کی بلند ترین چوٹیوں کا شاندار نظارہ کیا جا سکتا ہے جن میں کے ٹو، براڈ پیک، گاشر برم 4، گاشر برم 3، گاشر برم 2، کے 6، کے 7، ہرنامی کا اور چوغو لنگسا چوٹی شامل ہیں۔

موسم بہار کے دوران رنگ برنگے جنگلی پھول اور نازک تتلیاں شیوسر جھیل کے اردگرد کے علاقے کو غیر معمولی خوبصورتی عطا کرتی ہیں، جو سیاحوں کے لیے ایک دلکش منظر پیش کرتی ہیں

سیاحوں کے لیے گاہکوچ میں مختلف اقسام کی رہائش کی سہولیات موجود ہیں جن میں پی ٹی ڈی سی ہوٹل بھی شامل ہے۔ اس علاقے میں گلگت دریا کی چوڑائی نسبتاً زیادہ ہونے کی وجہ سے دریا کا منظر نہایت دلکش اور خوبصورت دکھائی دیتا ہے۔",0.667005479335785,0.808984398841858,0.863736689090729,0.903363645076752,0.141978919506073,0.03962695598602306,False
302,aya,چقچن مسجد تاریخی لحاظ سے کیوں اہم ہے؟,چقچن مسجد 1370ء میں تعمیر ہوئی اور بلتستان کی قدیم ترین مساجد میں شمار ہوتی ہے۔یہ اس تاریخی دور کی یادگار ہے جب خطے میں بدھ مت سے اسلام کی جانب مذہبی تبدیلی رونما ہو رہی تھی۔,چقچن مسجد، جو کہ پاکستان کے صوبہ پنجاب میں واقع ہے، تاریخی لحاظ سے بہت اہم ہے۔ یہ مسجد 8ویں صدی عیسوی میں بنائی گئی تھی اور اس کی تعمیر کا آغاز امیر چغتائی نے کیا تھا۔ یہ مسجد اپنے فنکارانہ ڈیزائن، خاص طور پر اپنی کھڑکیوں اور گنبد کے لیے مشہور ہے، جو اسلامی فن تعمیر کی ایک نمایاں,چقچن مسجد تاریخی لحاظ سے اہم ہے کیونکہ یہ 1370ء کی ہے اور خطے کی قدیم ترین مساجد میں سے ایک ہے۔ یہ بدھ مت سے اسلام میں تبدیلی کے دور کی یادگار ہے اور اس میں تبتی، مغلیہ اور فارسی طرزِ تعمیر کا امتزاج پایا جاتا ہے۔ یہ دو منزلہ عمارت پتھر، مٹی، لکڑی اور روایتی طریقوں سے بنائی,medium,list-recall,"چقچن مسجد (جس کا مطلب ""معجزاتی مسجد"" ہے) ضلع گانچھے کے شہر خپلو میں ایک بلند مقام پر واقع ہے اور وادی خپلو سے واضح طور پر دیکھی جا سکتی ہے۔ یہ مسجد 1370ء کی ہے اور خطے کی قدیم ترین مساجد میں شمار ہوتی ہے۔ یہ اُس دور کی یادگار ہے جب اس علاقے کے لوگ بدھ مت سے اسلام میں داخل ہوئے۔ چقچن مسجد میں تبتی، مغلیہ اور فارسی طرزِ تعمیر کا خوبصورت امتزاج پایا جاتا ہے۔ یہ دو منزلہ عمارت ہے جس کے نچلے حصے میں دو سردیوں کے نماز کے کمرے جبکہ اوپر مرکزی ہال واقع ہے، جس کے گرد چاروں طرف خوبصورت برآمدہ موجود ہے۔ یہ مسجد پتھر، مٹی، لکڑی اور روایتی تعمیراتی طریقوں سے بنائی گئی ہے۔ مقامی روایات کے مطابق سید امیر کبیر علی ہمدانی نے اس مسجد کو ایک قدیم بدھ مت مقام پر تعمیر کیا تھا۔

گانچھے میں خپلو محل اور چقچن مسجد اہم تاریخی مقامات ہیں۔ کشمیری اور مقامی کاریگروں نے مل کر یہاں منفرد طرزِ تعمیر اور لکڑی کے خوبصورت کام کو فروغ دیا۔

گنیش گاؤں ہنزہ کی قدیم ترین آبادیوں میں شمار ہوتا ہے اور اپنی تاریخی و ثقافتی اہمیت کے لیے مشہور ہے۔ یہاں قدیم مساجد، نگرانی کے برج اور حفاظتی دیواریں موجود ہیں۔ تاریخی مساجد کی لکڑی پر اسلامی، بدھ مت اور ہندو طرز کے نقش و نگار اس علاقے کے تاریخی ورثے کی عکاسی کرتے ہیں۔",0.706039726734161,0.783795475959778,0.875313282012939,0.910411775112152,0.07775574922561701,0.03509849309921298,False
309,aya,چقچن مسجد کی تعمیراتی خصوصیات اسے دیگر مساجد سے کیسے منفرد بناتی ہیں؟,چقچن مسجد کا تبتی، مغلیہ اور فارسی طرزِ تعمیر کا امتزاج اور اس کی دو منزلہ ساخت اسے دیگر مساجد سے منفرد بناتے ہیں۔,"چقچن مسجد، جو پاکستان کے صوبہ پنجاب میں واقع ہے، اپنی منفرد تعمیراتی خصوصیات کی وجہ سے دنیا بھر میں مشہور ہے۔ اس کی کچھ اہم خصوصیات یہ ہیں:

1. **مکعبی شکل**: یہ مسجد مکعبی شکل میں بنائی گئی ہے، جس کا ہر ضلع تقریباً 12 میٹر لمبا ہے۔
2. **دو منارے**: مسجد کے دو بلند من",چقچن مسجد کی تعمیراتی خصوصیات اسے دیگر مساجد سے اس طرح منفرد بناتے ہیں کہ اس میں تبتی، مغلیہ اور فارسی طرزِ تعمیر کا خوبصورت امتزاج پایا جاتا ہے۔ یہ دو منزلہ عمارت ہے جس کے نچلے حصے میں دو سردیوں کے نماز کے کمرے اور اوپر مرکزی ہال واقع ہے، جس کے گرد چاروں طرف خوبصورت برآمدہ موجود ہیں۔ یہ مسجد,medium,list-recall,"چقچن مسجد (جس کا مطلب ""معجزاتی مسجد"" ہے) ضلع گانچھے کے شہر خپلو میں ایک بلند مقام پر واقع ہے اور وادی خپلو سے واضح طور پر دیکھی جا سکتی ہے۔ یہ مسجد 1370ء کی ہے اور خطے کی قدیم ترین مساجد میں شمار ہوتی ہے۔ یہ اُس دور کی یادگار ہے جب اس علاقے کے لوگ بدھ مت سے اسلام میں داخل ہوئے۔ چقچن مسجد میں تبتی، مغلیہ اور فارسی طرزِ تعمیر کا خوبصورت امتزاج پایا جاتا ہے۔ یہ دو منزلہ عمارت ہے جس کے نچلے حصے میں دو سردیوں کے نماز کے کمرے جبکہ اوپر مرکزی ہال واقع ہے، جس کے گرد چاروں طرف خوبصورت برآمدہ موجود ہے۔ یہ مسجد پتھر، مٹی، لکڑی اور روایتی تعمیراتی طریقوں سے بنائی گئی ہے۔ مقامی روایات کے مطابق سید امیر کبیر علی ہمدانی نے اس مسجد کو ایک قدیم بدھ مت مقام پر تعمیر کیا تھا۔

گانچھے میں خپلو محل اور چقچن مسجد اہم تاریخی مقامات ہیں۔ کشمیری اور مقامی کاریگروں نے مل کر یہاں منفرد طرزِ تعمیر اور لکڑی کے خوبصورت کام کو فروغ دیا۔

حسینی سسپنشن برج دریائے ہنزہ پر واقع ایک معلق پل ہے جو گلگت بلتستان کے نمایاں سیاحتی مقامات میں شمار ہوتا ہے۔ یہ پل اپنی منفرد ساخت اور مہم جوئی کے شوقین سیاحوں میں مقبول ہونے کے لیے جانا جاتا ہے۔ یہاں سے دریائے ہنزہ اور پاسو کونز کے خوبصورت مناظر دیکھے جا سکتے ہیں۔",0.659302592277527,0.79326057434082,0.859710395336151,0.912443459033966,0.133957982063293,0.05273306369781494,False
315,aya,خپلو وادی میں سیاحوں کے لیے کون کون سی خصوصیات موجود ہیں؟,خپلو وادی میں پکنک پوائنٹس، باغات، بلند پہاڑ اور تاریخی عمارتیں موجود ہیں۔,"خپلو وادی میں سیاحوں کے لیے کئی دلچسپ خصوصیات موجود ہیں، جن میں شامل ہیں:

- **قدیم تاریخ اور ثقافت**: خپلو وادی پاکستان کا ایک قدیم علاقہ ہے جو اپنے غنی تاریخی اور ثقافتی ورثے کے لیے مشہور ہے۔ یہاں پر قدیم شہر، قلعے، مساجد، اور دیگر تاریخی عمارتیں موجود ہیں جو مختلف دوروں کی گ","خپلو وادی میں سیاحوں کے لیے درج ذیل خصوصیات موجود ہیں:
1. حسین سیاحتی مقامات
2. پکنک پوائنٹس
3. بلند پہاڑوں
4. باغات
5. تاریخی عمارتیں
6. ہوشے وادی کا دروازہ جو جھیلوں، گلیشیئرز، ٹریکنگ روٹس اور بلند چوٹیوں تک رسائی فراہم کرتا ہے",medium,list-recall,"خپلو ضلع گانچھے کا انتظامی اور تجارتی مرکز ہے جو گلگت بلتستان میں واقع ہے۔ یہ اپنی ثقافتی ورثے، قدرتی خوبصورتی اور متنوع روایات کے لیے مشہور ہے۔ خپلو وادی حسین سیاحتی مقامات، پکنک پوائنٹس، بلند پہاڑوں، باغات اور تاریخی عمارتوں پر مشتمل ہے۔ یہ ہوشے وادی کا دروازہ بھی ہے جو جھیلوں، گلیشیئرز، ٹریکنگ روٹس اور بلند چوٹیوں تک رسائی فراہم کرتا ہے۔ خپلو وادی میں متعدد ہوٹل اور گیسٹ ہاؤسز موجود ہیں جن میں پی ٹی ڈی سی موٹل خپلو، پی ڈبلیو ڈی گیسٹ ہاؤس اور معروف سرینا خپلو فورٹ شامل ہیں۔ سرینا خپلو فورٹ پہلے ایک شاہی رہائش گاہ تھا جسے آغا خان فاؤنڈیشن نے بحال کیا اور اب یہ ایک ورثہ ہوٹل کے طور پر کام کرتا ہے جہاں مقامی بلتی کھانے بھی پیش کیے جاتے ہیں۔

خپلو محل (مقامی نام یابگو کھار، جس کا مطلب ""دوکسا کا قلعہ"" ہے) ضلع گانچھے کے شہر خپلو میں واقع ایک قدیم قلعہ اور محل ہے۔ یہ 19ویں صدی کے وسط میں تعمیر کیا گیا اور اس نے ایک پرانے قلعے کی جگہ لی۔ یہ خپلو کے راجہ کی شاہی رہائش گاہ کے طور پر استعمال ہوتا رہا ہے۔ اس کی تعمیراتی طرز میں ہمالیائی، کشمیری اور مغلیہ طرزِ تعمیر کا امتزاج پایا جاتا ہے۔ محل کے اندرونی حصے راجہ کی طرزِ زندگی کا تاریخی ریکارڈ پیش کرتے ہیں۔ اس کا قدرتی ماحول بھی اس کی تاریخی اہمیت میں اضافہ کرتا ہے۔ محل کی سب سے نمایاں خصوصیت اس کا نیم آٹھ کونوں والا لکڑی کا داخلی دروازہ ہے جو اوپر کی منزلوں پر بالکونی اور مہمان خانے میں تبدیل ہو جاتا ہے۔

وادی براہ دریائے شیوک کے کنارے واقع ہے اور خپلو سے تقریباً 20 منٹ جبکہ اسکردو سے تقریباً 100 کلومیٹر کے فاصلے پر ہے۔ یہ اپنی قدرتی خوبصورتی، متعدد مچھلی فارموں، ایک مشہور جھیل، قدرتی چشموں اور پُرسکون مناظر کی وجہ سے مشہور ہے۔ مقامی لوگ سادہ، محنتی اور مہمان نواز ہیں اور اپنی منفرد ثقافت اور تہواروں کے ساتھ روایتی طرزِ زندگی گزارتے ہیں۔",0.749527812004089,0.800247669219971,0.879573822021484,0.898514628410339,0.050719857215882014,0.01894080638885498,False
